,G,Date,Team,Home/Away,Opp,W/L,Team Score,Oponent Score,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Home Indicator,Win Indicator,Team ORtg,Team DRtg,Team Pace,Team FTr,Team 3PAr,Team TS%,Team TRB%,Team AST%,Team STL%,Team BLK%,Team eFG%,Team TOV%,Team ORB%,Team FT/FGA,Opponent eFG%,Opponent TOV%,Opponent DRB%,Opponent FT/FGA
29,28,2017-12-09,ORL,Away,ATL,L,110,117,45,92,0.489,13,34,0.382,7,8,0.875,10,39,39,7,2,12,24,41,80,0.513,17,33,0.515,18,25,0.72,9,40,33,7,6,12,13,0,0,117.6,125.1,93.5,0.087,0.37,0.5760000000000001,49.4,86.7,7.5,4.3,0.56,11.2,24.4,0.076,0.619,11.7,76.3,0.225
30,29,2017-12-13,ORL,Home,LAC,L,95,106,37,88,0.42,9,27,0.33299999999999996,12,21,0.5710000000000001,7,45,24,6,6,12,13,39,88,0.44299999999999995,12,26,0.462,16,20,0.8,6,51,25,10,6,8,19,1,0,96.0,107.1,99.0,0.239,0.307,0.488,46.9,64.9,6.1,9.7,0.47200000000000003,11.0,13.5,0.136,0.511,7.6,86.4,0.182
31,30,2017-12-15,ORL,Home,POR,L,88,95,32,84,0.381,10,29,0.345,14,19,0.737,8,45,15,7,3,15,18,37,86,0.43,8,18,0.444,13,15,0.867,6,45,18,7,9,14,20,1,0,89.9,97.0,97.9,0.226,0.345,0.47600000000000003,50.0,46.9,7.1,4.4,0.44,14.0,17.0,0.16699999999999998,0.47700000000000004,13.1,86.0,0.151
32,31,2017-12-17,ORL,Away,DET,L,110,114,41,85,0.48200000000000004,17,33,0.515,11,17,0.647,8,40,27,6,4,16,16,42,89,0.47200000000000003,17,34,0.5,13,16,0.813,7,39,27,11,3,13,17,0,0,111.2,115.3,98.9,0.2,0.38799999999999996,0.595,50.6,65.9,6.1,7.3,0.5820000000000001,14.7,20.0,0.129,0.5670000000000001,11.9,82.1,0.146
33,32,2017-12-20,ORL,Away,CHI,L,94,112,35,89,0.39299999999999996,5,27,0.185,19,23,0.826,6,35,23,5,1,9,15,44,88,0.5,11,33,0.33299999999999996,13,14,0.929,9,51,31,6,8,11,23,0,0,97.2,115.8,96.7,0.258,0.303,0.474,40.7,65.7,5.2,1.8,0.42100000000000004,8.3,12.5,0.213,0.563,10.5,76.3,0.14800000000000002
34,33,2017-12-22,ORL,Home,NOP,L,97,111,36,85,0.424,4,20,0.2,21,29,0.7240000000000001,10,40,16,7,2,14,19,43,86,0.5,10,30,0.33299999999999996,15,24,0.625,11,48,23,10,2,15,25,1,0,98.1,112.3,98.9,0.341,0.235,0.496,45.5,44.4,7.1,3.6,0.447,12.5,21.3,0.247,0.5579999999999999,13.4,73.2,0.174
35,34,2017-12-23,ORL,Away,WAS,L,103,130,42,87,0.483,8,26,0.308,11,17,0.647,4,28,17,7,3,12,22,47,86,0.547,16,30,0.5329999999999999,20,23,0.87,12,49,29,5,2,16,18,0,0,103.8,131.1,99.2,0.195,0.299,0.545,36.4,40.5,7.1,5.4,0.529,11.3,9.8,0.126,0.64,14.3,66.7,0.233
36,35,2017-12-26,ORL,Away,MIA,L,89,107,33,81,0.40700000000000003,5,20,0.25,18,22,0.818,10,42,14,8,5,17,20,41,91,0.451,11,33,0.33299999999999996,14,17,0.8240000000000001,16,53,22,11,5,15,20,0,0,93.3,112.1,95.4,0.272,0.247,0.491,44.2,42.4,8.4,8.6,0.43799999999999994,15.8,21.3,0.222,0.511,13.2,66.7,0.154
37,36,2017-12-28,ORL,Home,DET,W,102,89,37,82,0.451,11,26,0.423,17,17,1.0,9,48,22,10,3,18,18,35,87,0.402,9,23,0.391,10,14,0.7140000000000001,9,41,20,5,4,15,18,1,1,105.5,92.0,96.7,0.207,0.317,0.57,53.9,59.5,10.3,4.7,0.518,16.7,22.0,0.207,0.45399999999999996,13.9,81.3,0.115
38,37,2017-12-30,ORL,Home,MIA,L,111,117,44,81,0.5429999999999999,12,27,0.444,11,15,0.733,9,37,31,2,9,12,20,45,88,0.511,12,24,0.5,15,18,0.833,11,40,24,6,2,8,17,1,0,123.4,130.1,89.9,0.185,0.33299999999999996,0.634,48.1,70.5,2.2,14.1,0.617,12.0,23.7,0.136,0.58,7.7,71.8,0.17
39,38,2018-01-01,ORL,Away,BRK,L,95,98,35,96,0.365,6,31,0.19399999999999998,19,25,0.76,19,52,16,5,5,12,18,36,82,0.439,9,25,0.36,17,23,0.7390000000000001,10,52,17,7,10,13,22,0,0,99.8,102.9,95.2,0.26,0.32299999999999995,0.444,50.0,45.7,5.3,8.8,0.396,10.1,31.1,0.198,0.494,12.4,76.7,0.207
40,39,2018-01-03,ORL,Home,HOU,L,98,116,35,91,0.385,6,31,0.19399999999999998,22,25,0.88,9,48,16,7,3,12,19,42,89,0.47200000000000003,15,34,0.441,17,21,0.81,9,51,25,6,3,15,19,1,0,95.4,113.0,102.7,0.275,0.341,0.48,48.5,45.7,6.8,5.5,0.418,10.5,17.6,0.242,0.556,13.2,81.3,0.191
41,40,2018-01-06,ORL,Home,CLE,L,127,131,49,98,0.5,14,37,0.37799999999999995,15,22,0.682,14,46,29,5,2,19,28,47,94,0.5,15,34,0.441,22,31,0.71,14,45,25,11,2,17,26,1,0,116.7,120.4,108.8,0.22399999999999998,0.37799999999999995,0.59,50.5,59.2,4.6,3.3,0.5710000000000001,15.0,31.1,0.153,0.58,13.6,69.6,0.23399999999999999
44,41,2018-01-09,ORL,Away,DAL,L,99,114,36,79,0.456,11,29,0.379,16,22,0.727,9,41,27,2,4,13,23,43,83,0.518,9,26,0.34600000000000003,19,22,0.8640000000000001,5,38,27,6,2,4,22,0,0,109.4,126.0,90.5,0.278,0.36700000000000005,0.5579999999999999,51.9,75.0,2.2,7.0,0.525,12.8,21.4,0.203,0.5720000000000001,4.1,86.5,0.22899999999999998
45,42,2018-01-10,ORL,Away,MIL,L,103,110,39,90,0.433,8,29,0.276,17,18,0.9440000000000001,8,34,26,6,4,8,21,45,82,0.5489999999999999,4,19,0.21100000000000002,16,25,0.64,11,47,20,4,9,14,21,0,0,108.7,116.1,94.8,0.2,0.322,0.526,42.0,66.7,6.3,6.3,0.478,7.6,18.2,0.18899999999999997,0.573,13.1,70.3,0.195
46,43,2018-01-12,ORL,Away,WAS,L,119,125,41,80,0.513,12,29,0.414,25,31,0.8059999999999999,12,40,32,7,3,15,21,54,95,0.568,4,16,0.25,13,19,0.684,14,41,26,9,6,11,22,0,0,123.0,129.2,96.8,0.38799999999999996,0.363,0.635,49.4,78.0,7.2,3.8,0.588,13.8,30.8,0.313,0.589,9.6,66.7,0.13699999999999998
47,44,2018-01-16,ORL,Home,MIN,W,108,102,40,90,0.444,11,31,0.355,17,19,0.895,15,51,24,4,10,16,15,43,98,0.439,7,16,0.43799999999999994,9,10,0.9,11,37,19,10,9,7,21,1,1,114.1,107.8,94.6,0.21100000000000002,0.344,0.5489999999999999,58.0,60.0,4.2,12.2,0.506,14.0,36.6,0.18899999999999997,0.474,6.4,76.6,0.092
48,45,2018-01-18,ORL,Away,CLE,L,103,104,41,88,0.466,5,22,0.22699999999999998,16,21,0.762,9,42,25,12,6,14,22,38,85,0.447,10,34,0.294,18,27,0.667,14,46,22,8,4,20,21,0,0,102.9,103.9,100.1,0.239,0.25,0.53,47.7,61.0,12.0,11.8,0.494,12.6,22.0,0.182,0.506,17.1,70.2,0.212
49,46,2018-01-21,ORL,Away,BOS,W,103,95,43,92,0.467,6,21,0.28600000000000003,11,16,0.688,13,44,20,7,9,10,19,37,85,0.435,8,27,0.29600000000000004,13,14,0.929,11,44,22,6,9,15,18,0,1,110.9,102.3,92.9,0.174,0.228,0.52,50.0,46.5,7.5,15.5,0.5,9.2,28.3,0.12,0.48200000000000004,14.1,73.8,0.153
50,47,2018-01-23,ORL,Home,SAC,L,99,105,36,83,0.434,11,31,0.355,16,19,0.8420000000000001,11,40,23,9,4,17,17,43,87,0.494,8,26,0.308,11,13,0.846,11,44,24,9,11,14,15,1,0,105.2,111.5,94.1,0.22899999999999998,0.373,0.542,47.6,63.9,9.6,6.6,0.5,15.7,25.0,0.193,0.54,13.1,72.5,0.126
51,48,2018-01-27,ORL,Away,IND,L,112,114,42,77,0.545,8,25,0.32,20,32,0.625,13,40,21,6,7,14,18,47,87,0.54,5,18,0.278,15,19,0.789,9,38,25,9,1,9,24,0,0,121.0,123.2,92.6,0.41600000000000004,0.325,0.615,51.3,50.0,6.5,10.1,0.597,13.3,31.0,0.26,0.569,8.6,75.0,0.172
52,49,2018-01-30,ORL,Away,HOU,L,107,114,42,83,0.506,15,31,0.484,8,10,0.8,7,33,26,6,4,10,22,39,77,0.506,13,35,0.371,23,28,0.821,8,40,17,5,5,12,15,0,0,119.0,126.8,89.9,0.12,0.373,0.612,45.2,61.9,6.7,9.5,0.596,10.3,17.9,0.096,0.591,11.8,76.5,0.299
53,50,2018-01-31,ORL,Home,LAL,W,127,105,44,81,0.5429999999999999,18,32,0.563,21,29,0.7240000000000001,4,35,28,13,4,14,23,39,83,0.47,4,20,0.2,23,30,0.767,11,43,18,7,1,16,18,1,1,126.4,104.5,100.4,0.358,0.395,0.677,44.9,63.6,12.9,6.3,0.654,13.0,11.1,0.259,0.494,14.3,73.8,0.27699999999999997
54,51,2018-02-03,ORL,Home,WAS,L,98,115,34,77,0.442,10,32,0.313,20,22,0.909,10,35,17,12,4,20,15,46,85,0.541,7,26,0.26899999999999996,16,18,0.889,12,38,35,14,6,14,19,1,0,105.6,123.9,92.8,0.28600000000000003,0.41600000000000004,0.565,47.9,50.0,12.9,6.8,0.506,18.7,27.8,0.26,0.5820000000000001,13.1,67.6,0.188
55,52,2018-02-05,ORL,Away,MIA,W,111,109,41,84,0.488,13,30,0.433,16,19,0.8420000000000001,5,39,25,8,5,11,26,40,93,0.43,3,23,0.13,26,35,0.743,17,53,21,5,4,12,19,0,1,112.6,110.6,98.5,0.226,0.35700000000000004,0.601,42.4,61.0,8.1,7.1,0.565,10.6,12.2,0.19,0.446,10.0,66.7,0.28
56,53,2018-02-06,ORL,Home,CLE,W,116,98,46,88,0.523,6,22,0.273,18,27,0.667,12,50,27,7,8,12,16,36,84,0.429,12,37,0.324,14,20,0.7,9,36,19,4,4,14,24,1,1,120.1,101.5,96.6,0.307,0.25,0.581,58.1,58.7,7.2,17.0,0.557,10.7,30.8,0.205,0.5,13.1,80.9,0.16699999999999998
57,54,2018-02-08,ORL,Home,ATL,W,100,98,36,84,0.429,9,29,0.31,19,22,0.8640000000000001,8,36,20,10,6,13,22,37,87,0.425,12,30,0.4,12,18,0.667,9,46,25,4,7,17,23,1,1,102.6,100.6,97.4,0.262,0.345,0.534,43.9,55.6,10.3,10.5,0.48200000000000004,12.2,17.8,0.226,0.494,15.2,75.7,0.138
58,55,2018-02-10,ORL,Home,MIL,L,104,111,37,83,0.446,8,30,0.267,22,26,0.846,10,41,23,7,3,12,14,43,82,0.524,9,25,0.36,16,20,0.8,8,41,28,7,4,12,16,1,0,111.0,118.5,93.7,0.313,0.361,0.551,50.0,62.2,7.5,5.3,0.494,11.3,23.3,0.265,0.579,11.7,79.5,0.195
59,56,2018-02-12,ORL,Away,CHI,L,101,105,37,84,0.44,10,31,0.32299999999999995,17,19,0.895,7,38,24,8,7,8,18,40,88,0.455,9,32,0.281,16,21,0.762,12,47,25,5,3,11,13,0,0,109.6,114.0,92.1,0.226,0.369,0.547,44.7,64.9,8.7,12.5,0.5,8.0,16.7,0.20199999999999999,0.506,10.2,72.1,0.182
0,1,2017-10-18,PHI,Away,WAS,L,115,120,43,93,0.462,15,35,0.429,14,19,0.737,11,48,25,6,6,17,28,42,97,0.433,6,22,0.273,30,38,0.789,16,52,21,8,10,9,20,0,0,110.3,115.1,104.3,0.204,0.376,0.5670000000000001,48.0,58.1,5.8,8.0,0.5429999999999999,14.4,23.4,0.151,0.46399999999999997,7.3,69.8,0.309
1,2,2017-10-20,PHI,Home,BOS,L,92,102,35,92,0.38,10,32,0.313,12,16,0.75,14,47,20,7,4,16,30,35,84,0.41700000000000004,10,29,0.345,22,32,0.688,14,55,16,4,5,19,24,1,0,92.4,102.5,99.5,0.174,0.348,0.46399999999999997,46.1,57.1,7.0,7.3,0.435,13.9,25.5,0.13,0.47600000000000003,16.2,70.2,0.262
2,3,2017-10-21,PHI,Away,TOR,L,94,128,32,82,0.39,8,24,0.33299999999999996,22,36,0.611,8,41,18,5,4,20,26,42,89,0.47200000000000003,13,44,0.295,31,37,0.838,8,51,23,5,10,13,29,0,0,87.4,119.1,107.5,0.439,0.293,0.48,44.6,56.3,4.7,8.9,0.439,17.0,15.7,0.268,0.545,11.0,80.5,0.348
3,4,2017-10-23,PHI,Away,DET,W,97,86,35,75,0.467,9,24,0.375,18,24,0.75,8,49,25,11,0,21,24,33,85,0.38799999999999996,6,30,0.2,14,19,0.737,9,39,14,5,2,14,21,0,1,100.4,89.0,96.6,0.32,0.32,0.5670000000000001,55.7,71.4,11.4,0.0,0.527,19.7,21.1,0.24,0.424,13.0,82.0,0.165
4,5,2017-10-25,PHI,Home,HOU,L,104,105,43,97,0.44299999999999995,12,36,0.33299999999999996,6,10,0.6,12,43,29,14,7,14,19,36,75,0.48,12,39,0.308,21,24,0.875,7,40,22,11,13,19,13,1,0,106.4,107.4,97.8,0.10300000000000001,0.371,0.513,51.8,67.4,14.3,19.4,0.505,12.1,26.7,0.062,0.56,18.2,81.6,0.28
5,6,2017-10-28,PHI,Away,DAL,W,112,110,43,87,0.494,16,35,0.457,10,14,0.7140000000000001,11,42,25,10,1,13,21,38,74,0.514,19,40,0.475,15,19,0.789,3,33,22,7,2,17,15,0,1,119.0,116.9,94.1,0.161,0.402,0.601,56.0,58.1,10.6,2.9,0.586,12.2,26.8,0.115,0.642,17.1,91.2,0.203
6,7,2017-10-30,PHI,Away,HOU,W,115,107,44,80,0.55,10,24,0.41700000000000004,17,24,0.708,7,48,27,10,4,19,31,33,83,0.39799999999999996,13,47,0.27699999999999997,28,38,0.737,10,35,17,12,3,15,23,0,1,113.4,105.5,101.4,0.3,0.3,0.635,57.8,61.4,9.9,11.1,0.613,17.3,21.9,0.213,0.47600000000000003,13.1,80.4,0.337
7,8,2017-11-01,PHI,Home,ATL,W,119,109,46,99,0.465,13,35,0.371,14,25,0.56,15,53,36,10,4,16,26,41,94,0.436,8,23,0.348,19,27,0.7040000000000001,12,49,22,11,4,18,28,1,1,109.3,100.1,108.9,0.253,0.354,0.541,52.0,78.3,9.2,5.6,0.53,12.7,28.8,0.141,0.479,14.5,76.0,0.20199999999999999
8,9,2017-11-03,PHI,Home,IND,W,121,110,46,92,0.5,18,36,0.5,11,14,0.7859999999999999,12,50,34,7,9,18,20,45,97,0.46399999999999997,8,28,0.28600000000000003,12,19,0.632,8,40,25,6,6,11,18,1,1,116.3,105.7,104.0,0.152,0.391,0.616,55.6,73.9,6.7,13.0,0.598,15.5,27.3,0.12,0.505,9.5,82.6,0.124
9,10,2017-11-07,PHI,Away,UTA,W,104,97,34,81,0.42,12,27,0.444,24,30,0.8,8,56,23,5,6,22,34,30,99,0.303,9,39,0.231,28,35,0.8,14,45,15,14,6,12,23,0,1,97.6,91.1,106.5,0.37,0.33299999999999996,0.552,55.4,67.6,4.7,10.0,0.494,18.9,20.5,0.29600000000000004,0.348,9.5,77.4,0.28300000000000003
10,11,2017-11-09,PHI,Away,SAC,L,108,109,37,87,0.425,15,37,0.405,19,27,0.7040000000000001,13,56,23,6,5,17,28,40,93,0.43,12,27,0.444,17,28,0.607,8,45,29,6,5,9,19,0,0,105.3,106.2,102.6,0.31,0.425,0.546,55.4,62.2,5.8,7.6,0.511,14.7,26.0,0.218,0.495,7.9,84.3,0.183
11,12,2017-11-11,PHI,Away,GSW,L,114,135,44,94,0.46799999999999997,12,28,0.429,14,20,0.7,13,38,30,10,2,19,19,48,82,0.585,14,27,0.519,25,26,0.9620000000000001,4,39,31,15,11,22,23,0,0,105.6,125.1,107.9,0.213,0.298,0.5539999999999999,49.4,68.2,9.3,3.6,0.532,15.6,27.1,0.149,0.6709999999999999,19.1,86.2,0.305
12,13,2017-11-13,PHI,Away,LAC,W,109,105,38,77,0.494,7,32,0.21899999999999997,26,35,0.743,10,51,27,9,2,20,26,36,82,0.439,12,32,0.375,21,32,0.6559999999999999,9,34,16,8,4,15,26,0,1,109.0,105.0,100.0,0.455,0.41600000000000004,0.59,60.0,71.1,9.0,4.0,0.539,17.8,28.6,0.33799999999999997,0.512,13.5,82.0,0.256
13,14,2017-11-15,PHI,Away,LAL,W,115,109,42,86,0.488,7,32,0.21899999999999997,24,30,0.8,8,52,27,7,15,16,19,42,109,0.385,3,27,0.111,22,27,0.815,22,57,18,7,6,9,23,0,1,109.4,103.7,105.1,0.349,0.37200000000000005,0.58,47.7,64.3,6.7,18.3,0.529,13.9,18.6,0.27899999999999997,0.39899999999999997,6.9,66.7,0.20199999999999999
14,15,2017-11-18,PHI,Home,GSW,L,116,124,47,97,0.485,10,29,0.345,12,16,0.75,11,40,28,8,5,11,22,50,91,0.5489999999999999,7,23,0.304,17,20,0.85,11,48,25,5,6,12,18,1,0,115.4,123.3,100.5,0.165,0.299,0.557,45.5,59.6,8.0,7.4,0.536,9.6,22.9,0.124,0.588,10.7,72.5,0.187
15,16,2017-11-20,PHI,Home,UTA,W,107,86,44,85,0.518,4,15,0.267,15,22,0.682,9,55,20,11,7,19,18,30,85,0.353,9,28,0.321,17,19,0.895,7,34,18,16,4,14,19,1,1,106.6,85.7,100.3,0.259,0.17600000000000002,0.565,61.8,45.5,11.0,12.3,0.541,16.7,25.0,0.17600000000000002,0.406,13.0,86.8,0.2
16,17,2017-11-22,PHI,Home,POR,W,101,81,39,90,0.433,11,32,0.344,12,17,0.706,11,57,23,12,8,18,21,30,89,0.337,7,26,0.26899999999999996,14,24,0.583,11,48,14,8,6,17,17,1,1,98.2,78.8,102.9,0.18899999999999997,0.35600000000000004,0.518,54.3,59.0,11.7,12.7,0.494,15.6,22.9,0.133,0.376,14.6,80.7,0.157
17,18,2017-11-25,PHI,Home,ORL,W,130,111,48,95,0.505,16,34,0.47100000000000003,18,20,0.9,11,53,35,7,2,11,22,39,86,0.45299999999999996,12,31,0.387,21,31,0.677,7,41,22,8,5,9,17,1,1,128.8,109.9,101.0,0.21100000000000002,0.358,0.626,56.4,72.9,6.9,3.6,0.589,9.6,24.4,0.18899999999999997,0.523,8.3,85.7,0.244
18,19,2017-11-27,PHI,Home,CLE,L,91,113,36,96,0.375,3,28,0.107,16,20,0.8,22,53,15,6,2,12,18,41,86,0.47700000000000004,15,37,0.405,16,20,0.8,11,46,25,7,3,11,21,1,0,99.1,123.1,91.8,0.20800000000000002,0.292,0.434,53.5,41.7,6.5,4.1,0.391,10.3,38.6,0.16699999999999998,0.564,10.4,73.8,0.18600000000000003
19,20,2017-11-29,PHI,Home,WAS,W,118,113,37,81,0.457,3,18,0.16699999999999998,41,64,0.6409999999999999,21,64,23,6,8,17,27,36,89,0.40399999999999997,9,22,0.409,32,37,0.865,7,35,22,8,4,11,42,1,1,112.2,107.5,105.1,0.79,0.222,0.54,64.6,62.2,5.7,11.9,0.475,13.5,42.9,0.506,0.455,9.5,86.0,0.36
22,21,2017-11-30,PHI,Away,BOS,L,97,108,35,84,0.41700000000000004,16,32,0.5,11,18,0.611,15,45,24,11,1,19,22,40,79,0.506,12,29,0.414,16,20,0.8,7,40,25,7,7,16,20,0,0,102.7,114.3,94.5,0.214,0.381,0.528,52.9,68.6,11.6,2.0,0.512,17.1,31.3,0.131,0.5820000000000001,15.4,81.1,0.203
23,22,2017-12-02,PHI,Home,DET,W,108,103,35,86,0.40700000000000003,10,28,0.35700000000000004,28,32,0.875,17,47,27,7,4,17,24,34,78,0.436,9,31,0.29,26,32,0.813,7,36,20,8,2,16,27,1,1,111.6,106.4,96.8,0.37200000000000005,0.326,0.54,56.6,77.1,7.2,8.5,0.465,14.5,37.0,0.326,0.494,14.8,81.1,0.33299999999999996
24,23,2017-12-04,PHI,Home,PHO,L,101,115,39,91,0.429,7,30,0.233,16,16,1.0,13,47,23,9,6,14,22,44,91,0.484,10,22,0.455,17,22,0.773,15,46,25,10,9,11,14,1,0,106.1,120.8,95.2,0.17600000000000002,0.33,0.515,50.5,59.0,9.5,8.7,0.467,12.5,29.5,0.17600000000000002,0.5379999999999999,9.8,69.4,0.187
25,24,2017-12-07,PHI,Home,LAL,L,104,107,39,81,0.48100000000000004,10,26,0.385,16,21,0.762,7,44,29,3,13,18,27,42,96,0.43799999999999994,11,28,0.39299999999999996,12,24,0.5,15,44,22,13,7,11,24,1,0,104.7,107.8,99.3,0.259,0.321,0.5760000000000001,50.0,74.4,3.0,19.1,0.5429999999999999,16.6,19.4,0.198,0.495,9.4,71.2,0.125
26,25,2017-12-09,PHI,Away,CLE,L,98,105,37,78,0.474,11,33,0.33299999999999996,13,13,1.0,7,39,31,10,2,19,21,36,75,0.48,14,29,0.483,19,24,0.792,6,33,26,12,2,17,16,0,0,104.2,111.6,94.1,0.16699999999999998,0.423,0.585,54.2,83.8,10.6,4.3,0.545,18.5,20.6,0.16699999999999998,0.573,16.6,84.2,0.253
27,26,2017-12-10,PHI,Away,NOP,L,124,131,44,96,0.45799999999999996,9,29,0.31,27,30,0.9,22,47,26,5,4,17,29,46,80,0.575,15,24,0.625,24,32,0.75,5,33,31,11,9,14,21,0,0,123.2,130.2,100.6,0.313,0.302,0.568,58.8,59.1,5.0,7.1,0.505,13.5,44.0,0.281,0.669,13.0,83.3,0.3
28,27,2017-12-12,PHI,Away,MIN,W,118,112,40,80,0.5,11,26,0.423,27,32,0.8440000000000001,7,52,32,6,3,24,18,44,108,0.40700000000000003,5,29,0.172,19,27,0.7040000000000001,17,50,19,14,7,10,21,0,1,107.6,102.1,99.3,0.4,0.325,0.627,51.0,80.0,5.5,3.8,0.569,20.3,17.5,0.33799999999999997,0.431,7.7,72.6,0.17600000000000002
29,28,2017-12-15,PHI,Home,OKC,L,117,119,44,100,0.44,13,46,0.28300000000000003,16,20,0.8,7,50,35,13,4,19,20,47,113,0.41600000000000004,15,35,0.429,10,19,0.526,18,60,28,10,5,18,21,1,0,99.1,100.8,90.0,0.2,0.46,0.5379999999999999,45.5,79.5,11.0,5.1,0.505,14.9,14.3,0.16,0.48200000000000004,12.9,70.5,0.08800000000000001
30,29,2017-12-18,PHI,Away,CHI,L,115,117,44,91,0.484,14,33,0.424,13,18,0.722,9,47,30,9,8,20,23,44,92,0.478,13,28,0.46399999999999997,16,19,0.8420000000000001,5,39,27,9,7,15,16,0,0,106.3,108.2,108.2,0.198,0.363,0.581,54.7,68.2,8.3,12.5,0.56,16.8,20.9,0.14300000000000002,0.5489999999999999,13.0,88.4,0.174
31,30,2017-12-19,PHI,Home,SAC,L,95,101,34,81,0.42,10,35,0.28600000000000003,17,24,0.708,13,53,21,7,6,19,19,41,91,0.451,7,27,0.259,12,23,0.522,9,39,21,11,6,12,20,1,0,96.6,102.7,98.4,0.29600000000000004,0.43200000000000005,0.519,57.6,61.8,7.1,9.4,0.48100000000000004,17.2,30.2,0.21,0.489,10.6,81.6,0.132
32,31,2017-12-21,PHI,Home,TOR,L,109,114,45,86,0.523,9,29,0.31,10,14,0.7140000000000001,13,40,27,14,6,23,27,35,85,0.41200000000000003,12,35,0.34299999999999997,32,35,0.914,19,45,18,14,6,21,19,1,0,110.2,115.2,98.9,0.163,0.337,0.591,47.1,60.0,14.2,12.0,0.5760000000000001,20.0,33.3,0.11599999999999999,0.48200000000000004,17.3,58.7,0.376
33,32,2017-12-23,PHI,Away,TOR,L,86,102,33,80,0.413,7,27,0.259,13,20,0.65,7,41,19,10,7,22,24,35,85,0.41200000000000003,9,27,0.33299999999999996,23,26,0.885,7,43,18,15,6,17,21,0,0,83.9,99.5,102.5,0.25,0.33799999999999997,0.484,48.8,57.6,9.8,12.1,0.456,19.9,16.3,0.163,0.465,15.0,82.9,0.271
34,33,2017-12-25,PHI,Away,NYK,W,105,98,35,82,0.42700000000000005,10,28,0.35700000000000004,25,30,0.833,12,48,21,7,7,15,22,38,94,0.40399999999999997,4,15,0.267,18,28,0.643,18,45,18,7,5,10,21,0,1,111.3,103.8,94.4,0.366,0.341,0.551,51.6,60.0,7.4,8.9,0.488,13.6,30.8,0.305,0.426,8.6,66.7,0.191
35,34,2017-12-28,PHI,Away,POR,L,110,114,42,87,0.483,16,32,0.5,10,14,0.7140000000000001,5,37,28,8,2,13,26,35,75,0.467,8,24,0.33299999999999996,36,47,0.7659999999999999,8,47,15,7,3,15,18,0,0,109.8,113.8,100.2,0.161,0.368,0.59,44.0,66.7,8.0,3.9,0.575,12.2,11.4,0.115,0.52,13.6,80.0,0.48
36,35,2017-12-30,PHI,Away,DEN,W,107,102,45,93,0.484,8,24,0.33299999999999996,9,10,0.9,7,41,34,6,3,13,25,35,87,0.402,7,32,0.21899999999999997,25,34,0.735,10,48,18,10,9,13,12,0,1,105.4,100.5,101.5,0.10800000000000001,0.258,0.5489999999999999,46.1,75.6,5.9,5.5,0.527,11.8,15.6,0.09699999999999999,0.44299999999999995,11.3,77.3,0.287
37,36,2017-12-31,PHI,Away,PHO,W,123,110,43,77,0.5579999999999999,10,24,0.41700000000000004,27,34,0.794,11,44,24,11,7,21,32,37,88,0.42,10,27,0.37,26,34,0.765,12,35,18,9,4,16,29,0,1,121.3,108.4,101.4,0.442,0.312,0.669,55.7,55.8,10.8,11.5,0.623,18.6,32.4,0.35100000000000003,0.47700000000000004,13.4,73.3,0.295
38,37,2018-01-03,PHI,Home,SAS,W,112,106,36,80,0.45,7,22,0.318,33,43,0.767,13,45,23,10,5,13,21,39,87,0.44799999999999995,8,25,0.32,20,23,0.87,12,43,15,4,4,15,25,1,1,115.8,109.6,96.7,0.5379999999999999,0.275,0.5660000000000001,51.1,63.9,10.3,8.1,0.494,11.6,29.5,0.413,0.494,13.4,72.7,0.23
39,38,2018-01-05,PHI,Home,DET,W,114,78,44,90,0.489,14,30,0.467,12,13,0.9229999999999999,13,55,29,5,4,12,17,30,77,0.39,7,22,0.318,11,19,0.579,5,33,20,9,4,12,14,1,1,124.7,85.3,91.4,0.14400000000000002,0.33299999999999996,0.595,62.5,65.9,5.5,7.3,0.5670000000000001,11.1,31.7,0.133,0.435,12.3,89.4,0.14300000000000002
40,39,2018-01-11,PHI,Home,BOS,L,103,114,38,82,0.46299999999999997,11,28,0.39299999999999996,16,18,0.889,3,37,20,12,4,19,19,43,89,0.483,13,35,0.371,15,19,0.789,11,46,24,11,2,18,18,1,0,99.5,110.1,103.5,0.22,0.341,0.573,44.6,52.6,11.6,7.4,0.53,17.4,7.9,0.195,0.556,15.6,75.6,0.16899999999999998
41,40,2018-01-15,PHI,Home,TOR,W,117,111,40,81,0.494,6,25,0.24,31,38,0.816,10,48,22,8,9,21,28,38,95,0.4,9,32,0.281,26,30,0.867,12,44,20,8,1,15,31,1,1,109.3,103.7,107.1,0.469,0.309,0.599,52.2,55.0,7.5,14.3,0.531,17.7,23.8,0.38299999999999995,0.447,12.2,76.0,0.27399999999999997
